Account#,Sample#,Date_Processed,Sampled_By,Sampled_For,Description1,Product_Type,Test_Mode,Moisture,Dry_Matter,pH,CP,AD-ICP,ND-ICP_w/oNa2SO3,ND-ICP_w/Na2SO3,SP%CP,ADF,aNDF,aNDFom,Lignin,uNDFom48,NDFD48,uNDFom240,NDFD240,WSC(Sugar),ESC(Sugar),Starch,EE(Fat),TFA(Fat),Ash,Ca,P,Mg,K,S,Adj_CP,NFC,TDN_ADF,NEL3x_ADF,NEG_ADF,NEM_ADF,TDN_OARDC,NEL3x_OARDC,NEG_OARDC,NEM_OARDC,TDN_Milk2013,NEL3x_Milk2013,NEM_Milk2013,NEG_Milk2013,Milk/Ton_Milk2013,RFV,RFQ
7592,00116060046737,6/23/2016,Cornell University,MUSGRAVE 1028,T3 Date2 Blk4,7,N9,8.88,91.12,6.55,19.5,0.48,3.12,2.83,39.54,21.86,40.53,39.39,2.78,10.54,73.24,7.07,82.05,14.27,8.02,5.58,2.93,2.01,7.69,0.44,0.4,0.27,3.25,0.24,19.5,33.24,69.41,71.84,38.46,65,69.68,72.14,49.54,77.44,69.72,77.5,77.14,49.28,3900,164.91,209.22
7592,00116060046738,6/23/2016,Cornell University,MUSGRAVE 1029,T3 Date3 Blk1,7,N9,8.63,91.37,6.25,17.22,0.47,2.76,2.71,39.2,31.33,56.53,54.91,3.59,14.3,73.96,10.6,80.7,9.99,5.38,1.84,2.46,1.36,8.45,0.35,0.43,0.21,3.68,0.21,17.22,19.77,66.48,68.58,31.34,57.16,62.35,63.98,39.61,66.27,62.54,68.77,66.25,39.58,3341,105.98,148.78
7592,00116060046739,6/23/2016,Cornell University,MUSGRAVE 1032,T3 Date3 Blk4,7,N9,8.79,91.21,6.25,15.79,0.43,2.53,2.49,36.67,28.24,51.42,49.95,3.37,14.35,71.27,10.56,78.86,13.47,6.2,3.53,2.69,1.74,7.91,0.36,0.38,0.23,3.33,0.2,15.79,26.1,67.44,69.65,32.9,58.87,65.06,67,42.44,69.44,64.38,71.86,68.22,41.36,3521,120.83,158.75
7592,00116060046740,6/23/2016,Cornell University,MUSGRAVE 1033,T3 Date4 Blk1,7,N9,8.25,91.75,5.99,13.14,0.45,2.1,2.22,35.24,33,58.02,56.35,4.14,18.53,67.12,13.1,76.75,12.88,6.97,2.57,2.5,1.54,8.15,0.3,0.36,0.19,3.28,0.17,13.14,22.04,65.97,68.01,29.4,55.04,61.31,62.82,36.58,62.92,59.53,67.62,60.2,34.11,3217,101.4,127.71
7592,00116060046741,6/23/2016,Cornell University,MUSGRAVE 1034,T3 Date4 Blk2,7,N9,8.18,91.82,6.18,13.82,0.54,2.21,2.18,34.8,29.3,50.88,49.43,3.81,15.32,69.01,11.73,76.27,12.65,5.72,3.91,2.57,1.77,8.39,0.34,0.36,0.21,3.28,0.19,13.82,27.77,67.11,69.28,32.45,58.38,63.76,65.55,39.96,66.67,63.27,71.14,65.82,39.2,3458,120.89,153.41
7592,00116060046742,6/23/2016,Cornell University,MUSGRAVE 1035,T3 Date4 Blk3,7,N9,8.51,91.49,6.12,14.61,0.42,2.34,2.23,36.28,29.97,52.81,51.3,3.74,15.35,70.08,12.85,74.95,13.63,7.71,3.68,2.42,1.62,7.74,0.32,0.37,0.2,3.35,0.18,14.61,25.96,66.9,69.05,31.95,57.82,63.98,65.8,40.61,67.39,63.34,71.04,66.25,39.59,3460,115.35,150.93
7592,00116060046743,6/23/2016,Cornell University,MUSGRAVE 1036,T3 Date4 Blk4,7,N9,8.49,91.51,6.11,12.57,0.47,2.01,1.88,33.57,28.25,48.77,47.38,3.89,12.96,72.65,10.21,78.45,16.75,7.97,5.04,2.54,1.86,7.36,0.33,0.33,0.21,3,0.17,12.57,31.71,67.43,69.64,32.89,58.86,65.3,67.27,41.41,68.28,66.53,74.11,69.82,42.79,3677,127.56,172.77
7592,00116060046744,6/23/2016,Cornell University,MUSGRAVE 1037,T3 Date5 Blk1,7,N9,8.91,91.09,5.16,13.43,0.44,2.15,1.36,64.78,37.62,63.23,60.27,4.69,21.98,63.53,12.8,78.76,8.71,2.84,0.42,2.06,0.63,9.82,0.32,0.38,0.19,3.25,0.17,13.43,16.21,64.54,66.42,27.45,52.92,56.31,57.25,30.11,55.82,52.98,60.96,50.72,25.42,2759,87.77,101.49
7592,00116060046745,6/23/2016,Cornell University,MUSGRAVE 1038,T3 Date5 Blk2,7,N9,8.65,91.35,5.04,11.97,0.4,1.92,1.33,60.99,38.19,64.77,63.27,4.57,23.04,63.58,14.95,76.37,9.9,4.6,0.54,2.21,0.76,8.47,0.28,0.36,0.16,3.1,0.15,11.97,15.86,64.36,66.22,26.36,51.73,57.16,58.2,30.62,56.38,53.14,61.61,50.3,25.03,2801,84.83,101.31
7592,00116060046746,6/23/2016,Cornell University,MUSGRAVE 1039,T3 Date5 Blk3,7,N9,8.92,91.08,5.16,13.11,0.42,2.1,1.31,62.01,37.97,63.81,61.63,4.7,22.28,63.85,14.2,76.96,9.35,4.14,0.38,2.11,0.7,8.55,0.3,0.37,0.18,3.12,0.16,13.11,16.32,64.43,66.3,27.11,52.55,57.24,58.29,31.22,57.03,53.82,62.16,51.82,26.44,2839,86.45,103.75
7592,00116060046747,6/23/2016,Cornell University,MUSGRAVE 1040,T3 Date5 Blk4,7,N9,9.1,90.9,5.21,12.95,0.4,2.07,1.55,57.14,36.75,62.61,60.73,4.47,21.59,64.45,13.7,77.44,9.58,3.01,1.16,2.34,0.93,8.81,0.32,0.37,0.18,3.06,0.17,12.95,17.13,64.81,66.72,27.53,53.01,58,59.14,32.18,58.07,54.67,62.87,53.02,27.54,2889,89.7,107.77
7592,00116060046748,6/23/2016,Cornell University,MUSGRAVE 1041,T3 Date6 Blk1,7,N9,8.68,91.32,5.01,11.4,0.46,1.82,1.28,62.19,39.66,65.59,62.65,5.26,25.95,58.58,15.9,74.62,9.96,4.78,0.48,2.06,0.74,9.04,0.3,0.34,0.18,2.88,0.15,11.4,16.45,63.91,65.72,25.83,51.16,55.5,56.35,28.11,53.64,50.38,60.09,45.89,20.94,2661,82.28,87.16
7592,00116060046749,6/23/2016,Cornell University,MUSGRAVE 1042,T3 Date6 Blk2,7,N9,8.53,91.47,4.95,10.05,0.47,1.61,1.31,58.31,40.33,66.87,64.3,5.41,27.17,57.74,17.39,72.95,10.19,4.95,0.99,2.14,0.83,8.37,0.27,0.31,0.16,2.66,0.13,10.05,16.76,63.71,65.49,24.87,50.12,55.52,56.37,27.53,53.01,49.96,60.22,44.63,19.77,2662,79.76,84.11
7592,00116060046750,6/23/2016,Cornell University,MUSGRAVE 1043,T3 Date6 Blk3,7,N9,8.53,91.47,5.03,10.88,0.46,1.74,1.26,60.02,39.78,66.1,63.12,5.26,26.04,58.75,16.37,74.07,10.59,5.49,0.16,2.14,0.82,8.68,0.3,0.33,0.17,2.85,0.15,10.88,16.76,63.88,65.68,25.46,50.77,55.8,56.69,28.29,53.83,50.69,60.52,46.12,21.16,2690,81.7,87.29
7592,00116060046751,6/23/2016,Cornell University,MUSGRAVE 1044,T3 Date6 Blk4,7,N9,8.72,91.28,5.02,10.83,0.44,1.73,1.28,59.1,40.41,67.01,64.35,5.19,26.42,58.94,13.4,79.18,9.8,4.01,0.77,2.24,0.84,8.4,0.27,0.33,0.16,2.82,0.14,10.83,15.86,63.68,65.46,25.08,50.35,55.89,56.79,28.4,53.95,50.48,60.37,45.78,20.83,2682,79.68,86.48
7592,00116060046752,6/23/2016,Cornell University,MUSGRAVE 1045,T3 Date7 Blk1,7,N9,8.33,91.67,5.59,10.44,0.58,1.67,1.9,36.69,41.17,66.69,64.42,5.76,28.1,56.38,16.37,74.59,9.84,4.93,1.17,2.13,1.01,9.05,0.3,0.33,0.18,2.85,0.14,10.44,15.98,63.44,65.2,25.07,50.34,54.52,55.26,26.31,51.68,49.05,59.54,43.44,18.65,2606,79.3,81.2
7592,00116060046753,6/23/2016,Cornell University,MUSGRAVE 1046,T3 Date7 Blk2,7,N9,8.15,91.85,5.37,8.94,0.51,1.43,1.68,36.02,42.52,68.63,66.35,6.18,30.6,53.88,20.58,68.98,11.29,6.7,1.49,2.13,1.07,7.98,0.26,0.3,0.17,2.55,0.12,8.94,16.34,63.02,64.73,23.79,48.96,54.4,55.13,25.5,50.81,47.81,59.51,40.84,16.21,2581,75.67,73.94
7592,00116060046754,6/23/2016,Cornell University,MUSGRAVE 1047,T3 Date7 Blk3,7,N9,7.96,92.04,5.48,9.18,0.5,1.47,1.63,34.97,41.14,66.59,64.67,6.02,29.03,55.11,19.23,70.26,12.62,5.07,1.44,1.98,1.11,7.32,0.25,0.29,0.16,2.45,0.12,9.18,18.35,63.45,65.21,24.69,49.93,55.84,56.73,27.58,53.06,50.01,61.53,44.31,19.47,2723,79.33,81.29
7592,00116060046755,6/23/2016,Cornell University,MUSGRAVE 1048,T3 Date7 Blk4,7,N9,7.79,92.21,5.38,8.35,0.46,1.34,1.58,33.65,41.99,68.18,67.1,6.2,30.79,54.11,21.1,68.55,10.8,4.65,1.56,2.01,1.14,7.16,0.2,0.28,0.14,2.48,0.11,8.35,16.83,63.19,64.92,23.77,48.94,55.05,55.85,26.16,51.52,48.38,60.35,41.45,16.79,2638,76.66,76.53
7592,00116060046756,6/23/2016,Cornell University,MUSGRAVE 1049,T3 Date8 Blk1,7,N9,7.94,92.06,5.42,7.94,0.53,1.27,1.6,30.73,42.92,67.44,65.27,6.66,31.81,51.26,22.42,65.65,12.82,4.8,1.8,1.98,1.11,8.14,0.26,0.27,0.16,2.27,0.12,7.94,18.14,62.91,64.6,23.92,49.1,53.8,54.46,24.21,49.41,46.95,59.37,39.03,14.51,2547,76.54,70.46
7592,00116060046757,6/23/2016,Cornell University,MUSGRAVE 1050,T3 Date8 Blk2,7,N9,8.16,91.84,5.43,9.39,0.56,1.5,1.8,33.12,42.92,67.91,65.96,6.41,31.64,52.03,21.8,66.95,10.77,4.17,1.74,2,1.08,8.6,0.28,0.3,0.16,2.55,0.13,9.39,15.77,62.91,64.6,24.24,49.45,53.54,54.17,24.51,49.73,46.51,58.53,39.05,14.53,2501,76.11,70.64
7592,00116060046758,6/23/2016,Cornell University,MUSGRAVE 1051,T3 Date8 Blk3,7,N9,8.04,91.96,5.63,10.49,0.57,1.68,1.89,36.89,41.5,66.81,64.34,6.04,29.6,53.99,19.68,69.41,10.24,4.86,0.88,1.95,0.97,9.21,0.3,0.32,0.17,2.77,0.15,10.49,15.88,63.34,65.08,25.05,50.32,53.9,54.57,25.49,50.79,47.67,58.77,41.36,16.7,2535,78.93,75.49
7592,00116060046759,6/23/2016,Cornell University,MUSGRAVE 1052,T3 Date8 Blk4,7,N9,8.24,91.76,5.54,8.56,0.49,1.37,1.65,27.69,40.76,64.68,63.42,6.35,28.61,54.89,21.33,66.37,13.78,6.34,2.56,2.11,1.3,7.67,0.26,0.27,0.17,2.32,0.12,8.56,19.7,63.57,65.34,25.23,50.51,55.58,56.44,26.97,52.4,50.49,62.01,44.78,19.9,2752,82.4,84.02
7592,00116060046760,6/23/2016,Cornell University,MUSGRAVE 1053,T4 Date1 Blk1,7,N9,9.9,90.1,6.7,18.28,0.57,2.92,2.51,33.92,18.36,31.42,30.55,3.39,12.65,58.59,9.24,69.75,18.73,9.14,8.23,3.07,2.36,6.6,0.57,0.34,0.32,2.59,0.22,18.28,43.72,70.48,73.04,41.9,68.82,72.57,75.36,52.45,80.75,71.26,81.97,78.73,50.68,4073,220.91,234.89
7592,00116060046761,6/23/2016,Cornell University,MUSGRAVE 1054,T4 Date1 Blk2,7,N9,10.01,89.99,6.66,19.16,0.66,3.07,2.75,34.24,18.85,32.71,31.8,3.43,12.65,60.22,10.56,66.79,17.67,9.1,7.65,3.14,2.37,6.39,0.6,0.34,0.33,2.58,0.23,19.16,42.03,70.34,72.88,41.62,68.52,72.33,75.09,52.48,80.78,71.31,81.87,79.16,51.05,4080,211.15,229.03
7592,00116060046762,6/23/2016,Cornell University,MUSGRAVE 1055,T4 Date1 Blk3,7,N9,8.94,91.06,6.41,20.21,0.51,3.23,2.77,42.5,19.85,36.32,35.3,2.75,9.98,71.73,7.62,78.41,15.43,8.03,5.15,3.08,2.21,7.94,0.55,0.38,0.3,3.06,0.26,20.21,36.11,70.03,72.53,40.42,67.18,70.85,73.45,51.2,79.33,70.85,79.07,78.97,50.89,3990,187.87,228.87
7592,00116060046763,6/23/2016,Cornell University,MUSGRAVE 1056,T4 Date1 Blk4,7,N9,9.5,90.5,6.91,18.03,0.94,2.88,2.72,29.84,19.69,34.27,33.32,3.82,14.22,57.32,8.22,75.33,15.54,7.71,5.55,2.61,2.22,9,0.74,0.27,0.42,2.16,0.25,18.03,39.15,70.08,72.59,40.59,67.37,68.22,70.52,47.01,74.57,67.15,77.2,73.03,45.65,3754,199.58,202.41
7592,00116060046764,6/23/2016,Cornell University,MUSGRAVE 1057,T4 Date2 Blk1,7,N9,8.86,91.14,6.3,18.67,0.54,2.99,2.45,45.31,23.37,41.95,40.76,2.86,12.41,69.55,9.13,77.6,13.69,7.23,4.27,2.88,1.8,8.12,0.46,0.39,0.26,3.34,0.23,18.67,32.1,68.94,71.32,37.63,64.08,68.29,70.6,47.51,75.14,67.27,75.39,73.44,46.01,3737,156.72,189.82
7592,00116060046765,6/23/2016,Cornell University,MUSGRAVE 1058,T4 Date2 Blk2,7,N9,9.42,90.58,6.41,18.96,0.63,3.03,2.65,41.56,22.77,39.08,37.98,3.19,11.65,69.33,9.24,75.67,14.12,8.11,5.42,2.92,1.92,7.79,0.54,0.39,0.29,3.1,0.22,18.96,35,69.13,71.53,38.89,65.48,68.96,71.34,48.4,76.14,68.91,77.34,75.8,48.1,3861,169.35,205.6
7592,00116060046766,6/23/2016,Cornell University,MUSGRAVE 1059,T4 Date2 Blk3,7,N9,8.49,91.51,6.51,19.83,0.58,3.17,2.89,42.97,24.41,44.5,43.24,2.82,10.26,76.27,7.23,83.28,12.05,7.04,2.66,2.88,1.73,8.99,0.46,0.42,0.26,3.6,0.24,19.83,28.1,68.62,70.96,36.97,63.35,66.83,68.97,46.19,73.65,67.61,74.04,74.4,46.86,3697,146.26,194.76
7592,00116060046767,6/23/2016,Cornell University,MUSGRAVE 1060,T4 Date2 Blk4,7,N9,9.11,90.89,6.63,20.15,0.58,3.22,3,38.46,21,38.59,37.51,2.86,11.53,69.26,8.82,76.49,13.88,8.33,5.46,2.98,2.09,7.41,0.51,0.39,0.29,3.11,0.24,20.15,34.84,69.68,72.14,39.47,66.13,70.39,72.93,50.6,78.65,69.75,78.41,77.45,49.55,3929,174.88,210.08
7592,00116060046768,6/23/2016,Cornell University,MUSGRAVE 1061,T4 Date3 Blk1,7,N9,8.77,91.23,6.34,17.42,0.5,2.79,2.7,39.15,28.01,51.21,49.75,3.12,10.98,77.93,8.15,83.62,11.89,6.11,2.4,2.75,1.65,8.35,0.38,0.41,0.24,3.62,0.21,17.42,24.53,67.5,69.72,33.51,59.53,65.02,66.95,43.03,70.09,66.46,72.29,71.79,44.54,3596,121.68,176.18
7592,00116060046769,6/23/2016,Cornell University,MUSGRAVE 1062,T4 Date3 Blk2,7,N9,8.78,91.22,6.5,17.57,0.6,2.81,2.92,36.25,28.77,51.67,50.19,3.19,12.37,75.35,9.77,80.53,10.97,6.55,2.11,2.68,1.57,8.89,0.4,0.43,0.24,3.77,0.21,17.57,23.7,67.27,69.46,33.38,59.4,64.1,65.93,41.9,68.83,64.76,70.91,69.51,42.51,3489,119.58,166.32
7592,00116060046770,6/23/2016,Cornell University,MUSGRAVE 1063,T4 Date3 Blk3,7,N9,8.9,91.1,6.4,17.63,0.64,2.82,2.71,41.18,30.6,54.29,52.41,3.54,13.54,74.17,7.6,85.5,9.35,5.21,1.51,2.67,1.44,9.79,0.42,0.43,0.25,3.82,0.22,17.63,20.44,66.7,68.83,32.36,58.28,61.72,63.28,38.92,65.51,62.35,68.26,66.15,39.5,3310,111.46,152.54
7592,00116060046771,6/23/2016,Cornell University,MUSGRAVE 1064,T4 Date3 Blk4,7,N9,8.68,91.32,6.3,16.74,0.56,2.68,2.76,37.34,28.49,51.7,50.22,3.25,11.7,76.7,8.87,82.34,12.47,8.25,2.56,2.82,1.7,8.69,0.38,0.4,0.23,3.46,0.2,16.74,24.41,67.36,69.56,33.09,59.08,64.32,66.17,41.86,68.78,65.6,71.58,70.32,43.24,3542,119.97,170.44
7592,00116060046772,6/23/2016,Cornell University,MUSGRAVE 1065,T4 Date4 Blk1,7,N9,8.57,91.43,5.94,13.07,0.44,2.09,2.11,37.03,30.28,53,51.48,3.76,15.08,70.71,12.15,76.4,15.37,7.53,3.4,2.77,1.73,7.86,0.33,0.35,0.21,3.17,0.17,13.07,26.97,66.8,68.94,31.37,57.19,63.82,65.62,39.76,66.45,63.56,71.14,65.9,39.27,3471,114.42,152.22
7592,00116060046773,6/23/2016,Cornell University,MUSGRAVE 1066,T4 Date4 Blk2,7,N9,8.44,91.56,6.21,14.69,0.54,2.35,2.4,35.33,28.14,49.67,48.25,3.44,12.71,73.66,8.36,82.67,14.74,6.05,3.82,2.84,1.89,8.52,0.36,0.38,0.22,3.47,0.19,14.69,28.05,67.47,69.68,33.23,59.23,64.82,66.73,41.65,68.55,65.56,72.48,69.39,42.4,3579,125.65,169.63
7592,00116060046774,6/23/2016,Cornell University,MUSGRAVE 1067,T4 Date4 Blk3,7,N9,8.29,91.71,6.15,13.89,0.55,2.22,2.36,35.13,30.08,52.47,50.97,3.73,15.05,70.47,11.61,77.22,14.25,5.8,3.26,2.64,1.69,8.67,0.35,0.38,0.21,3.42,0.18,13.89,26.14,66.87,69.01,31.86,57.72,63.13,64.85,39.18,65.8,62.89,70.25,65.31,38.74,3412,116.22,151.62
7592,00116060046775,6/23/2016,Cornell University,MUSGRAVE 1068,T4 Date4 Blk4,7,N9,8.63,91.37,6.15,13.87,0.5,2.22,2.23,34.68,27.81,48.86,47.47,3.64,12,74.72,9.6,79.78,16.03,8.11,4.78,2.77,1.91,8.2,0.37,0.34,0.24,3,0.18,13.87,29.78,67.57,69.79,33.28,59.29,65.02,66.95,41.58,68.48,66.56,73.43,70.43,43.33,3647,128.23,176.21
7592,00116060046776,6/23/2016,Cornell University,MUSGRAVE 1069,T4 Date5 Blk1,7,N9,9,91,5.27,13.04,0.62,2.09,1.5,63.19,38.7,64.25,59.77,4.64,21.56,63.93,11.37,80.98,8.33,3.85,0.43,2.41,0.59,10.35,0.36,0.39,0.21,3.35,0.16,13.04,16.75,64.21,66.05,26.92,52.34,55.8,56.69,29.16,54.77,52.92,60.61,50.44,25.17,2739,85.16,99.98
7592,00116060046777,6/23/2016,Cornell University,MUSGRAVE 1070,T4 Date5 Blk2,7,N9,9.24,90.76,5.14,13.01,0.48,2.08,1.4,61.57,37.71,64.06,60.68,4.71,21.83,64.02,12.8,78.91,9.17,4.37,0.25,2.34,0.78,9.09,0.34,0.38,0.19,3.19,0.16,13.01,16.84,64.51,66.39,26.98,52.4,57.02,58.05,30.85,56.63,53.96,62.12,51.98,26.59,2838,86.28,102.63
7592,00116060046778,6/23/2016,Cornell University,MUSGRAVE 1071,T4 Date5 Blk3,7,N9,9.2,90.8,5.4,13.87,0.53,2.22,1.58,60.42,36.91,61.48,57.54,4.38,20.53,64.32,10.82,81.2,8.42,2.58,0.17,2.34,0.8,10.35,0.38,0.39,0.22,3.25,0.18,13.87,18.02,64.76,66.66,28.29,53.83,57.26,58.31,31.53,57.37,54.38,62.07,53,27.52,2837,90.92,106.78
7592,00116060046779,6/23/2016,Cornell University,MUSGRAVE 1072,T4 Date5 Blk4,7,N9,9.16,90.84,5.27,13.1,0.48,2.1,1.44,59.24,35.37,60.82,58.32,4.33,19.2,67.08,12.78,78.09,10.33,5.04,0.99,2.36,0.9,8.75,0.35,0.36,0.2,3.03,0.17,13.1,19.37,65.23,67.19,28.28,53.82,58.82,60.05,33.28,59.28,56.95,64.5,56.41,30.66,3015,93.69,118.24
7592,00116060046780,6/23/2016,Cornell University,MUSGRAVE 1073,T4 Date6 Blk1,7,N9,9.13,90.87,5.09,11.82,0.59,1.89,1.35,62.94,39.48,63.84,60.15,5.09,23.53,60.88,14.65,75.64,9.36,4.99,0.7,2.19,0.63,9.77,0.34,0.37,0.19,2.99,0.15,11.82,17.98,63.97,65.78,26.66,52.06,55.53,56.39,28.27,53.81,51.9,60.65,48.37,23.24,2717,84.75,94.3
7592,00116060046781,6/23/2016,Cornell University,MUSGRAVE 1074,T4 Date6 Blk2,7,N9,8.96,91.04,5.01,11.34,0.5,1.81,1.36,59.17,38.39,64.2,61.11,4.87,23.34,61.81,14.53,76.22,10.93,5.42,1.05,2.32,0.89,8.93,0.32,0.34,0.18,2.84,0.14,11.34,18.09,64.3,66.15,26.36,51.74,56.85,57.86,29.89,55.57,53.05,61.94,49.88,24.64,2808,85.51,97.9
7592,00116060046782,6/23/2016,Cornell University,MUSGRAVE 1075,T4 Date6 Blk3,7,N9,9.02,90.98,5.13,11.38,0.54,1.82,1.36,61.6,39.85,65.06,60.35,5.09,24.54,59.34,13.59,77.48,9.63,4.76,0.34,2.21,0.69,10.18,0.34,0.35,0.2,2.95,0.15,11.38,17.76,63.85,65.65,26.04,51.39,55.19,56.01,27.65,53.13,50.77,59.83,46.47,21.48,2651,82.53,88.27
7592,00116060046783,6/23/2016,Cornell University,MUSGRAVE 1076,T4 Date6 Blk4,7,N9,8.93,91.07,5.06,10.82,0.51,1.73,1.39,57.12,37.99,63.82,61.5,4.8,23.36,62.02,14.88,75.8,11.06,5.69,1.36,2.39,0.97,8.63,0.31,0.33,0.18,2.73,0.14,10.82,18.47,64.42,66.29,26.33,51.7,57.23,58.28,30.17,55.88,53.39,62.37,50.16,24.9,2837,86.44,100.04
7592,00116060046784,6/23/2016,Cornell University,MUSGRAVE 1077,T4 Date7 Blk1,7,N9,7.8,92.2,5.54,9.61,0.54,1.54,1.76,36.11,41.66,67.76,66.86,5.75,29.56,55.79,19.48,70.86,11.08,4.98,0.93,2.1,1.03,7.99,0.24,0.33,0.15,2.84,0.13,9.61,15.27,63.29,65.03,24.36,49.57,54.88,55.66,26.45,51.83,48.49,59.6,42.2,17.49,2605,77.45,79.28
7592,00116060046785,6/23/2016,Cornell University,MUSGRAVE 1078,T4 Date7 Blk2,7,N9,8.46,91.54,5.42,9.25,0.47,1.48,1.65,35.78,40.45,66.13,65.26,5.54,26.86,58.84,18.94,70.98,10.65,5.38,1.75,2.25,1.17,7.61,0.27,0.31,0.16,2.68,0.12,9.25,17.36,63.67,65.45,24.89,50.15,56.27,57.21,28.21,53.74,51.4,61.76,46.46,21.47,2771,80.52,90
7592,00116060046786,6/23/2016,Cornell University,MUSGRAVE 1079,T4 Date7 Blk3,7,N9,8.45,91.55,5.67,10.68,0.62,1.71,1.91,39.23,40.83,65.35,63.08,5.7,27.45,56.48,16.48,73.87,9.66,5.18,0.86,2.1,0.93,9.34,0.34,0.34,0.18,2.9,0.14,10.68,16.88,63.54,65.31,25.69,51.01,54.59,55.34,26.48,51.87,49.41,59.7,44.1,19.27,2617,81.43,83.34
7592,00116060046787,6/23/2016,Cornell University,MUSGRAVE 1080,T4 Date7 Blk4,7,N9,8.57,91.43,5.51,10.14,0.46,1.62,1.76,34.42,39.4,64.65,63.64,5.51,25.78,59.49,16.82,73.57,12.02,6.59,2.57,2.29,1.28,7.4,0.26,0.31,0.16,2.63,0.13,10.14,18.3,63.99,65.81,25.78,51.1,57.18,58.22,29.85,55.52,52.89,63.15,49.12,23.94,2866,83.93,94.94
7592,00116060046788,6/23/2016,Cornell University,MUSGRAVE 1081,T4 Date8 Blk1,7,N9,7.91,92.09,5.45,8.39,0.54,1.34,1.69,31.23,42.05,67.03,66.15,6.18,30.24,54.29,18.65,71.81,12.41,5.1,1.98,2.02,1.08,8.02,0.25,0.29,0.15,2.49,0.12,8.39,17.05,63.17,64.89,24.25,49.45,54.39,55.12,25.22,50.51,48.14,59.71,41.08,16.44,2598,77.9,77.51
7592,00116060046789,6/23/2016,Cornell University,MUSGRAVE 1082,T4 Date8 Blk2,7,N9,7.83,92.17,5.39,8.33,0.62,1.33,1.73,33.73,43.39,68.3,66.92,6.4,32.09,52.05,21.98,67.15,11.23,5.96,1.33,2.01,0.98,8.48,0.27,0.29,0.15,2.56,0.12,8.33,16.02,62.75,64.43,23.71,48.87,53.17,53.76,23.46,48.61,45.99,58.06,37.73,13.28,2471,75.18,70.02
7592,00116060046790,6/23/2016,Cornell University,MUSGRAVE 1083,T4 Date8 Blk3,7,N9,8.42,91.58,5.49,8.92,0.54,1.43,1.6,34.53,42.73,66.97,64.77,6.34,30.15,53.45,20.52,68.32,10.9,4.92,1.34,2,1.07,8.57,0.3,0.31,0.16,2.65,0.13,8.92,17.27,62.96,64.66,24.44,49.66,53.97,54.65,24.9,50.15,47.83,59.4,40.86,16.23,2570,77.16,75.02
7592,00116060046791,6/23/2016,Cornell University,MUSGRAVE 1084,T4 Date8 Blk4,7,N9,8.58,91.42,5.46,7.77,0.46,1.24,1.54,27.28,41.28,65.43,63.91,6.23,28.87,54.83,20.57,67.81,13.63,5.3,3.2,2.2,1.28,7.71,0.24,0.27,0.16,2.28,0.11,7.77,19.87,63.41,65.16,24.66,49.9,55.55,56.41,26.58,51.97,50.12,61.67,43.83,19.02,2730,80.49,82.45
7592,00116060046792,6/23/2016,Cornell University,MUSGRAVE 2001,B1 Date9 Blk1,7,N9,8.3,91.7,5.5,6.78,0.86,1.08,1.63,24.48,41.28,62.93,60.61,6.49,27.91,53.95,21.87,63.92,7.82,3.63,11.59,2.03,0.94,8.36,0.27,0.28,0.14,1.92,0.09,6.49,23.94,63.41,65.16,25.32,50.61,54.66,55.42,24.7,49.94,50.52,61.86,43.95,19.13,2734,84.01,84.11
7592,00116060046793,6/23/2016,Cornell University,MUSGRAVE 2002,B1 Date9 Blk2,7,N9,8.24,91.76,5.5,6.45,0.73,1.03,1.33,22.33,37.13,56.34,54.06,6,24.12,55.38,18.56,65.67,6.35,3.79,19.63,2.08,1.14,7.59,0.21,0.28,0.11,1.62,0.08,6.31,31.09,64.69,66.59,27.82,53.32,58.41,59.59,29.7,55.37,55.54,66.68,51.35,26,3058,99.04,103.72
7592,00116060046794,6/23/2016,Cornell University,MUSGRAVE 2003,B1 Date9 Blk3,7,N9,7.62,92.38,5.87,6.81,0.84,1.09,1.5,21.88,41.02,63.75,60.53,6.45,30.54,49.55,19.65,67.54,5.94,3.47,14.02,1.88,0.96,7.73,0.23,0.26,0.12,1.56,0.1,6.56,24.47,63.49,65.25,24.99,50.25,55.37,56.21,25.7,51.02,49.03,61.8,41.7,17.02,2688,83,73.82
7592,00116060046795,6/23/2016,Cornell University,MUSGRAVE 2004,B1 Date9 Blk4,7,N9,8.05,91.95,5.79,6.41,0.87,1.03,1.45,22.31,41.7,65.17,61.76,6.36,30.61,50.44,21.23,65.63,5.81,3.18,12.7,2.11,1,7.72,0.24,0.26,0.13,1.65,0.1,6.04,23.56,63.28,65.02,24.29,49.5,55.15,55.96,25.2,50.48,48.8,61.42,41.16,16.51,2672,80.48,73.29
7592,00116060046796,6/23/2016,Cornell University,MUSGRAVE 2005,B2 Date9 Blk1,7,N9,7.82,92.18,5.65,8.85,0.93,1.42,1.67,31.98,36.7,55.27,50.79,6.76,25.76,49.28,21.4,57.87,4.86,4.03,21.45,1.93,1.09,7.56,0.25,0.27,0.13,1.19,0.1,8.78,32.38,64.83,66.74,29.06,54.67,58.21,59.37,30.41,56.14,54.89,67.27,51.48,26.13,3038,101.45,92.82
