Account#,Sample#,Date_Processed,Sampled_By,Sampled_For,Description1,Product_Type,Test_Mode,Moisture,Dry_Matter,pH,CP,AD-ICP,ND-ICP_w/oNa2SO3,ND-ICP_w/Na2SO3,SP%CP,ADF,aNDF,aNDFom,Lignin,uNDFom48,NDFD48,uNDFom240,NDFD240,WSC(Sugar),ESC(Sugar),Starch,EE(Fat),TFA(Fat),Ash,Ca,P,Mg,K,S,Adj_CP,NFC,TDN_ADF,NEL3x_ADF,NEG_ADF,NEM_ADF,TDN_OARDC,NEL3x_OARDC,NEG_OARDC,NEM_OARDC,TDN_Milk2013,NEL3x_Milk2013,NEM_Milk2013,NEG_Milk2013,Milk/Ton_Milk2013,RFV,RFQ
7592,00116060046519,6/22/2016,Cornell University,MUSGRAVE 799,B4 Date1 Blk3,7,N9,9.95,90.05,6.79,21.17,0.79,3.39,3.04,36.32,18.53,31.55,30.68,3.3,12.77,58.38,9.55,68.87,14.41,9.62,9.6,2.6,1.97,7.91,0.65,0.37,0.32,2.66,0.24,21.17,40.31,70.44,72.99,42.76,69.79,70.87,73.47,51.46,79.63,69.52,79.59,77.57,49.65,3917,219.37,228.01
7592,00116060046520,6/22/2016,Cornell University,MUSGRAVE 800,B4 Date1 Blk4,7,N9,9.46,90.54,6.81,21,0.63,3.36,3.03,37.81,19.22,33.16,32.24,2.79,10.65,66.97,6.98,78.35,13.88,9.76,8.12,3.09,2.13,7.96,0.56,0.41,0.28,3.06,0.26,21,38.7,70.22,72.75,42.01,68.95,71.51,74.18,52.22,80.49,70.9,79.88,79.36,51.23,4007,207.46,237.65
7592,00116060046521,6/22/2016,Cornell University,MUSGRAVE 801,B4 Date2 Blk1,7,N9,9.34,90.66,6.49,20.52,0.71,3.28,2.95,44.49,23.42,39.92,38.8,2.94,13.74,64.59,9.68,75.05,12.03,8.74,4.91,2.92,1.56,8.2,0.56,0.42,0.24,3.36,0.25,20.52,32.87,68.92,71.3,39.04,65.65,68.33,70.64,48.2,75.91,66.4,75.28,73.02,45.64,3691,164.87,186.23
7592,00116060046522,6/22/2016,Cornell University,MUSGRAVE 802,B4 Date2 Blk2,7,N9,8.67,91.33,7.15,25.21,0.82,4.03,4.03,38.91,21.87,39.34,38.23,2.5,11.65,69.53,6.57,82.81,8.97,6.73,3.52,2.95,1.75,9.6,0.57,0.49,0.27,3.93,0.3,25.21,28.24,69.41,71.84,40.78,67.58,68.36,70.67,50.06,78.02,67.15,74.8,76.03,48.3,3698,169.9,199.11
7592,00116060046523,6/22/2016,Cornell University,MUSGRAVE 803,B4 Date2 Blk3,7,N9,8.46,91.54,7.17,25.76,0.84,4.12,4.03,39.98,20.81,38.16,37.09,2.45,9.65,73.98,5.8,84.36,8.94,6.7,3.36,2.9,1.74,9.89,0.57,0.49,0.28,4.07,0.32,25.76,28.55,69.73,72.2,41.45,68.32,68.45,70.77,50.38,78.39,68.49,75.39,78.07,50.1,3769,176.94,216.42
7592,00116060046524,6/22/2016,Cornell University,MUSGRAVE 804,B4 Date2 Blk4,7,N9,9.1,90.9,6.94,22.18,0.78,3.55,3.61,37.15,21.58,38.54,37.46,2.67,11.65,68.9,8.69,76.8,11.6,9.61,5.51,2.88,1.76,8.41,0.54,0.43,0.26,3.43,0.26,22.18,32.8,69.5,71.94,40.15,66.88,69.33,71.75,50.03,78,68.45,76.67,76.52,48.74,3814,173.8,205.46
7592,00116060046525,6/22/2016,Cornell University,MUSGRAVE 805,B4 Date3 Blk1,7,N9,8.55,91.45,6.82,19.59,0.72,3.13,3.32,36.4,27.73,48.99,47.59,2.84,10.83,77.24,8.09,83,10.16,7.87,1.95,2.9,1.57,9.67,0.47,0.47,0.23,4.03,0.25,19.59,23.9,67.59,69.82,35.11,61.29,64.69,66.59,43.4,70.51,65.69,71.36,71.65,44.41,3531,127.82,178.46
7592,00116060046526,6/22/2016,Cornell University,MUSGRAVE 806,B4 Date3 Blk2,7,N9,8.61,91.39,6.6,18.27,0.69,2.92,3.03,37.77,26.83,47.76,46.4,2.87,11.06,76.16,8.78,81.08,11.86,7.64,3.23,2.92,1.63,9.28,0.44,0.43,0.23,3.7,0.23,18.27,26.45,67.87,70.13,35.16,61.36,65.34,67.31,43.69,70.83,66.15,72.28,71.72,44.48,3583,132.31,180.79
7592,00116060046527,6/22/2016,Cornell University,MUSGRAVE 808,B4 Date3 Blk4,7,N9,8.78,91.22,6.66,17.39,0.73,2.78,2.96,35.19,27.96,48.63,47.24,3.11,9.86,79.13,7.21,84.74,11.72,7.77,3.35,2.94,1.62,8.36,0.43,0.41,0.22,3.52,0.23,17.39,27.35,67.52,69.74,34.53,60.66,65.5,67.49,43.49,70.61,67.81,73.59,73.63,46.18,3688,128.52,188.44
7592,00116060046528,6/22/2016,Cornell University,MUSGRAVE 809,B4 Date4 Blk1,7,N9,8.86,91.14,6.19,14.26,0.53,2.28,2.32,34.64,28.07,48.58,47.2,3.49,11.51,75.61,7.5,84.11,14.1,6.87,5.75,3.03,1.9,8.51,0.38,0.37,0.22,3.23,0.19,14.26,29.45,67.49,69.7,33.52,59.55,65.03,66.97,41.74,68.66,66.68,73.27,70.76,43.63,3643,128.34,178.97
7592,00116060046529,6/22/2016,Cornell University,MUSGRAVE 810,B4 Date4 Blk2,7,N9,8.72,91.28,6.01,12.42,0.54,1.99,1.98,34.22,28.44,48.7,47.31,3.49,11.52,75.65,7.15,84.89,15.33,6.71,6.24,3,1.88,7.98,0.33,0.36,0.2,3.21,0.17,12.42,31.39,67.38,69.58,32.86,58.82,65.35,67.32,41.38,68.25,67.12,73.87,70.58,43.46,3682,127.29,180.22
7592,00116060046530,6/22/2016,Cornell University,MUSGRAVE 811,B4 Date4 Blk3,7,N9,9.42,90.58,6.31,17.49,0.5,2.8,2.78,35.85,27.25,47.3,45.95,3.32,10.65,76.82,7.21,84.31,12.44,8.01,5.26,3.28,1.93,7.49,0.39,0.45,0.2,3.73,0.21,17.49,28.92,67.75,69.99,35.1,61.28,66.94,69.09,45.43,72.79,68.61,75.37,74.78,47.19,3787,133.24,189.48
7592,00116060046531,6/22/2016,Cornell University,MUSGRAVE 812,B4 Date4 Blk4,7,N9,9.28,90.72,6.27,16.17,0.46,2.59,2.48,35.93,25.28,43.36,42.13,3.28,12.32,70.76,8.21,80.51,15.26,8.69,7.12,3.24,2.03,6.29,0.37,0.41,0.18,3.2,0.19,16.17,34.86,68.35,70.66,36.25,62.55,69.32,71.74,47.8,75.46,69.29,77.9,75.16,47.53,3907,148.61,192.22
7592,00116060046532,6/22/2016,Cornell University,MUSGRAVE 813,B4 Date5 Blk1,7,N9,8.78,91.22,5.81,15.52,0.51,2.48,2.23,47.1,32.27,58.06,56.93,3.74,15.88,72.11,12.15,78.66,10.19,5.17,2.49,2.4,1.14,8.28,0.33,0.38,0.2,3.19,0.19,15.52,19.36,66.19,68.26,30.18,55.89,61.21,62.71,37.41,63.84,60.76,67.31,62.97,36.62,3234,102.31,139.42
7592,00116060046136,6/17/2016,Cornell University,BARC 289,B3 Date7 Blk1,7,N9,8.4,91.6,5.48,7.68,0.66,1.23,1.41,24.22,36.22,54.75,53.18,6.28,21.51,59.55,18.61,65.01,13.44,6.9,9.46,2.66,1.72,6.63,0.27,0.26,0.17,2.14,0.11,7.68,31.2,64.97,66.9,28.88,54.47,60.02,61.39,32.45,58.38,59.37,70.03,57.56,31.7,3311,103.01,120.98
7592,00116060046137,6/17/2016,Cornell University,BARC 290,B3 Date7 Blk2,7,N9,8.2,91.8,5.38,6.52,0.74,1.04,1.33,22.09,34.76,51.72,50.24,6.56,20.02,60.15,17.33,65.51,13.86,6.72,12.54,2.59,1.78,6.77,0.27,0.23,0.18,1.82,0.1,6.38,35.02,65.42,67.4,29.69,55.36,60.33,61.73,32.34,58.25,61.03,71.53,59.43,33.41,3413,111.18,131.18
7592,00116060046138,6/17/2016,Cornell University,BARC 291,B3 Date7 Blk3,7,N9,8.75,91.25,5.4,7.01,0.46,1.12,1.03,25.25,33.06,48.74,47.35,5.83,19.91,57.95,15.68,66.88,14.71,4.57,13.81,2.89,1.96,6.17,0.24,0.27,0.15,2.07,0.1,7.01,37.54,65.95,67.99,31.05,56.84,63.29,65.03,36.53,62.86,62.27,73.51,61.43,35.23,3521,120.43,137
7592,00116060046139,6/17/2016,Cornell University,BARC 292,B3 Date7 Blk4,7,N9,8.28,91.72,5.63,7.51,0.5,1.2,1.26,25.03,35.15,53.7,52.16,5.59,20.45,60.79,15.78,69.75,16.69,7.73,7.16,2.56,1.7,6.88,0.27,0.25,0.17,2.2,0.12,7.51,32.01,65.3,67.27,29.23,54.85,61.2,62.7,34.01,60.09,60.06,70.33,58.46,32.53,3341,106.35,126.6
7592,00116060046140,6/17/2016,Cornell University,BARC 293,B3 Date8 Blk3,7,N9,8.19,91.81,5.16,5.29,0.62,0.85,1.2,19.28,39.62,60.31,59.09,6.52,27.11,54.12,20.91,64.61,11.48,4.85,11.45,2.56,1.45,7.27,0.2,0.24,0.13,1.89,0.08,5.14,27.1,63.92,65.73,25.86,51.19,56.86,57.87,27.18,52.63,52.95,64.82,46.97,21.94,2926,89.53,92.65
7592,00116060046141,6/17/2016,Cornell University,BARC 294,B3 Date8 Blk4,7,N9,8.27,91.73,5.2,5.99,0.52,0.96,1,23.87,34.62,51.76,50.28,5.98,21.46,57.32,18.65,62.91,12.5,5.79,16.52,2.82,1.81,6.31,0.2,0.25,0.13,1.73,0.08,5.99,35.61,65.47,67.45,29.51,55.16,61.76,63.32,34.08,60.16,60.23,71.56,58.05,32.15,3390,111.38,124.83
7592,00116060046142,6/17/2016,Cornell University,BARC 295,B3 Date8 Blk1,7,N9,8.07,91.93,5.28,6.44,0.52,1.03,1.16,24.38,36.6,55.92,54.32,6,24.12,55.6,18.21,66.48,9.82,5.3,15.43,2.77,1.64,6.59,0.19,0.27,0.12,1.9,0.09,6.44,31.17,64.85,66.77,27.99,53.5,60.08,61.45,32.06,57.95,56.99,68.64,53.52,28,3186,100.65,107.85
7592,00116060046143,6/17/2016,Cornell University,BARC 296,B3 Date8 Blk2,7,N9,8.17,91.83,5.35,7.01,0.58,1.12,1.3,24.54,36.49,57.16,55.52,5.75,23.11,58.38,16.88,69.6,10.25,5.49,12.36,3.15,1.77,6.03,0.2,0.26,0.14,1.85,0.1,7.01,29.97,64.89,66.81,27.68,53.17,60.79,62.24,33.22,59.22,58.32,69.53,55.73,30.03,3268,98.44,112.49
7592,00116060046144,6/17/2016,Cornell University,BARC 297,B4 Date1 Blk3,7,N9,9.19,90.81,6.42,13.95,0.79,2.23,2.25,34.27,27.06,41.93,40.75,3.54,10.64,73.89,7.9,80.61,14.77,8.73,6.87,3.25,1.77,8.43,0.44,0.38,0.2,3.34,0.19,13.95,36.35,67.8,70.05,36.1,62.39,66.4,68.49,43.18,70.26,68.44,75.74,73.04,45.65,3791,150.36,201.71
7592,00116060046146,6/17/2016,Cornell University,BARC 298,B4 Date1 Blk4,7,N9,9.46,90.54,6.97,22.24,0.81,3.56,3.62,35.57,23.21,39.9,38.78,2.82,11.16,71.22,8.36,78.44,10.65,9.68,5.32,3.24,1.97,8.92,0.56,0.46,0.26,3.63,0.27,22.24,30.71,68.99,71.38,39.61,66.27,68.43,70.75,48.98,76.81,68.3,76.01,76.37,48.6,3789,165.25,203.66
7592,00116060046147,6/17/2016,Cornell University,BARC 299,B4 Date1 Blk1,7,N9,9.59,90.41,6.57,14.09,0.74,2.25,2.1,34.42,26.64,39.72,38.6,3.84,11.56,70.05,8.54,77.88,15.29,9.03,7.55,3.24,1.76,6.58,0.43,0.39,0.2,3.03,0.18,14.09,40.07,67.93,70.2,37.06,63.45,68.37,70.68,45.68,73.07,69.87,78.57,75.04,47.43,3945,159.54,207.06
7592,00116060046148,6/17/2016,Cornell University,BARC 300,B4 Date1 Blk2,7,N9,9.6,90.4,6.73,16.65,0.75,2.66,2.69,34.35,25.46,39.41,38.3,3.49,11.64,69.61,8,79.11,13.36,9.3,7.59,3.19,1.77,7.1,0.47,0.42,0.22,3.24,0.2,16.65,37.87,68.29,70.6,38.01,64.5,68.72,71.07,47.12,74.69,69.48,78.07,75.6,47.92,3910,162.77,206.16
7592,00116060046149,6/17/2016,Cornell University,BARC 301,B4 Date2 Blk2,7,N9,9.41,90.59,6.25,11.41,0.52,1.83,1.8,32.87,26.64,42.21,41.02,3.68,12.64,69.19,7.64,81.37,16.31,9.8,6.85,3.17,1.88,7,0.38,0.35,0.21,2.93,0.15,11.41,39.49,67.93,70.2,35.15,61.34,67.76,70.01,43.94,71.12,68.33,77.02,71.82,44.57,3839,150.04,191.66
7592,00116060046150,6/17/2016,Cornell University,BARC 302,B4 Date2 Blk3,7,N9,8.85,91.15,5.99,10.99,0.59,1.76,1.82,34.12,27.77,44.18,42.93,3.6,11.58,73.03,8.99,79.06,16.45,7.79,6.49,3.09,1.77,7.87,0.38,0.33,0.19,3.03,0.15,10.99,37.26,67.58,69.81,34.22,60.32,66.27,68.35,41.89,68.82,67.85,75.4,70.97,43.81,3763,141.84,190.73
7592,00116060046151,6/17/2016,Cornell University,BARC 303,B4 Date2 Blk3,7,N9,9.13,90.87,6.68,19.62,0.76,3.14,3.45,33.84,23.07,39.27,38.17,2.65,11.34,70.29,8.04,78.94,12.13,9.31,6.83,3.43,2.08,9.63,0.51,0.43,0.25,3.57,0.24,19.62,32.95,69.03,71.42,39.02,65.62,68.28,70.58,47.8,75.46,67.79,75.52,74.57,47.01,3750,168.25,203.04
7592,00116060046152,6/17/2016,Cornell University,BARC 304,B4 Date2 Blk1,7,N9,9.49,90.51,6.28,11.47,0.57,1.84,1.72,31.56,27.12,41.64,40.46,3.85,12.65,68.73,9.54,76.42,15.85,8.28,7.75,3.13,1.83,6.75,0.38,0.35,0.19,2.82,0.15,11.47,40.21,67.78,70.03,35.41,61.63,67.76,70.01,43.94,71.12,68.57,77.43,72.17,44.88,3862,151.3,193.21
7592,00116060046153,6/17/2016,Cornell University,BARC 305,B4 Date3 Blk2,7,N9,9.51,90.49,6.19,10.22,0.63,1.64,1.29,31.31,26.82,39.53,38.42,4.52,14.65,61.87,11.19,70.87,17.72,9.44,7.37,3.03,1.88,6.45,0.42,0.32,0.21,2.52,0.14,10.22,43.32,67.87,70.13,35.86,62.13,67.5,69.72,43.08,70.15,67.62,77.86,70.32,43.24,3835,160.27,186.94
7592,00116060046154,6/17/2016,Cornell University,BARC 306,B4 Date3 Blk3,7,N9,8.99,91.01,5.89,10.13,0.51,1.62,1.5,32.18,27.58,44.23,42.98,4.07,12.81,70.2,9.23,78.52,16.9,7.1,6.92,3.12,2.02,7.58,0.36,0.3,0.2,2.74,0.15,10.13,37.79,67.64,69.87,33.91,59.98,66.07,68.12,41.34,68.2,67.38,75.67,69.98,42.92,3759,141.63,183.67
7592,00116060046155,6/17/2016,Cornell University,BARC 307,B4 Date3 Blk4,7,N9,9.25,90.75,6.45,14.88,0.76,2.38,2.41,32.93,25.26,38.03,36.96,3.7,10.65,71.19,8.24,77.71,15.22,8.92,7.97,3.32,2.01,9.53,0.52,0.38,0.23,3.19,0.2,14.88,38.03,68.36,70.67,38.01,64.5,66.57,68.68,43.8,70.96,68.36,76.04,73.34,45.92,3791,169.56,211.89
7592,00116060046156,6/17/2016,Cornell University,BARC 308,B4 Date3 Blk1,7,N9,9.7,90.3,5.8,11.44,0.45,1.83,1.72,36.98,27.49,46.87,45.54,3.74,9.98,78.09,7.24,84.1,15.58,6.26,6.75,3.28,1.99,6.82,0.38,0.32,0.24,2.65,0.16,11.44,34.93,67.67,69.9,33.28,59.28,66.72,68.85,42.72,69.74,69.85,76.66,73.93,46.44,3879,133.93,196.93
7592,00116060046157,6/17/2016,Cornell University,BARC 309,B4 Date4 Blk1,7,N9,9.33,90.67,5.76,12.29,0.54,1.97,1.79,41.42,31.27,52.58,51.08,4.15,13.32,73.92,8.65,83.07,14.45,7.31,4.24,2.85,1.58,7.77,0.34,0.36,0.21,3.08,0.16,12.29,28.07,66.5,68.6,31.28,57.1,62.97,64.67,38.3,64.82,64.82,71.65,67.31,40.53,3527,114.07,162.09
7592,00116060046158,6/17/2016,Cornell University,BARC 310,B4 Date4 Blk2,7,N9,9.28,90.72,5.8,10.37,0.5,1.66,1.47,35.29,28.36,46.61,45.28,4.27,16.88,62.72,13.45,70.3,15.86,6.62,6.65,3.19,2.03,6.64,0.33,0.31,0.2,2.53,0.15,10.37,36.15,67.4,69.6,33.03,59.01,66.02,68.07,41.38,68.25,64.7,74.74,66.34,39.67,3641,133.1,156.54
7592,00116060046159,6/17/2016,Cornell University,BARC 311,B4 Date4 Blk3,7,N9,9.52,90.48,5.55,11.32,0.56,1.81,1.67,43.55,31.45,53.74,52.2,3.88,13.83,73.51,11.27,78.41,12.81,7.02,5.03,2.91,1.5,8.11,0.34,0.33,0.2,2.93,0.15,11.32,27.54,66.44,68.54,30.49,56.22,62.6,64.26,37.4,63.83,63.79,70.51,65.45,38.86,3450,111.33,156.61
7592,00116060046160,6/17/2016,Cornell University,BARC 312,B4 Date4 Blk4,7,N9,9.12,90.88,6.2,12.29,0.72,1.97,1.85,33.6,27.22,40.71,39.56,4.03,12.65,68.02,9.24,76.64,14.46,8.07,6.2,3.3,1.97,8.77,0.48,0.34,0.22,2.93,0.18,12.29,38.26,67.76,70,36.07,62.35,65.82,67.85,41.82,68.75,66.94,75.31,70.29,43.2,3720,154.82,191.33
7592,00116060046161,6/17/2016,Cornell University,BARC 313,B4 Date5 Blk1,7,N9,8.62,91.38,5.87,10.27,0.74,1.64,2.24,30.67,39.27,65.75,63.95,5.45,24.21,62.14,14.4,77.48,10.78,5.45,2.35,2.19,1.14,8.53,0.26,0.32,0.19,3.02,0.14,10.27,17.35,64.03,65.85,25.39,50.69,55.74,56.62,27.82,53.32,53.02,62.07,49.36,24.16,2819,82.72,97.14
7592,00116060046162,6/17/2016,Cornell University,BARC 315,B4 Date5 Blk3,7,N9,8.82,91.18,5.58,10.7,0.46,1.71,1.89,38.79,35.76,63.07,61.03,4.26,22.12,63.76,13.36,78.11,11.25,5.96,4.57,2.57,1.35,8.35,0.22,0.31,0.18,2.71,0.14,10.7,19.46,65.12,67.06,26.58,51.98,59.21,60.48,32.79,58.75,55.43,64.19,53.14,27.65,2969,89.9,107.33
7592,00116060046163,6/17/2016,Cornell University,BARC 316,B4 Date5 Blk4,7,N9,8.85,91.15,6.01,10.45,0.61,1.67,1.71,30.43,29.99,47.36,46.01,4.23,12.77,72.25,9.31,79.77,16.59,8.51,5.57,3.17,1.97,8.62,0.37,0.31,0.2,2.8,0.16,10.45,33.66,66.89,69.04,32.75,58.71,63.8,65.6,38.58,65.13,65.86,73.23,67.99,41.15,3617,128.54,174.2
7592,00116060046164,6/17/2016,Cornell University,BARC 317,B4 Date6 Blk1,7,N9,7.95,92.05,5.48,8.34,0.52,1.33,1.67,30.46,39.67,64.59,62.73,5.41,27.15,56.72,18.37,70.72,12.58,5.46,2.62,2.64,1.39,7.35,0.19,0.3,0.13,2.64,0.12,8.34,20.86,63.9,65.71,25.19,50.47,57.66,58.76,29.66,55.33,52.21,63.34,47.27,22.22,2854,83.63,89.28
7592,00116060046165,6/17/2016,Cornell University,BARC 318,B4 Date6 Blk2,7,N9,8.37,91.63,5.71,9.08,0.47,1.45,1.6,28.52,34.86,57.2,55.56,5.25,21.38,61.52,17.92,67.75,14.77,6.71,5.25,2.72,1.73,6.64,0.22,0.27,0.16,2.24,0.13,9.08,27.59,65.39,67.37,28.37,53.92,61.15,62.64,34.64,60.78,59.07,69.23,57.75,31.88,3276,100.51,119.17
7592,00116060046166,6/17/2016,Cornell University,BARC 319,B4 Date6 Blk3,7,N9,8.35,91.65,5.56,8.99,0.5,1.44,1.61,31.37,37.25,60.5,58.76,5.29,24.68,58,18.3,68.86,12.23,4.29,5.19,2.56,1.52,8,0.22,0.28,0.14,2.41,0.13,8.99,23.34,64.66,66.55,27.04,52.47,58.54,59.74,31.14,56.94,54.33,64.87,50.74,25.44,2964,91.91,100
7592,00116060046167,6/17/2016,Cornell University,BARC 320,B4 Date6 Blk4,7,N9,8.4,91.6,5.78,9.5,0.52,1.52,1.78,28.63,35.93,59.49,57.78,4.83,21.6,62.62,15.77,72.71,13.35,6.69,4.26,2.69,1.58,7.93,0.24,0.29,0.16,2.59,0.14,9.5,23.99,65.06,67,27.59,53.07,59.74,61.07,32.95,58.92,57.12,66.48,55.09,29.45,3107,95.38,113.66
7592,00116060046168,6/17/2016,Cornell University,BARC 321,B4 Date7 Blk1,7,N9,8.29,91.71,5.57,8.48,0.54,1.36,1.57,27.24,34.8,55.87,54.27,5.51,21.92,59.61,18.32,66.24,12.51,8.11,9.46,2.8,1.71,7.03,0.24,0.27,0.16,2.07,0.13,8.48,29.08,65.41,67.39,28.7,54.28,60.63,62.07,33.66,59.7,58.49,68.99,56.64,30.86,3244,102.98,117.45
7592,00116060046169,6/17/2016,Cornell University,BARC 322,B4 Date7 Blk2,7,N9,8.26,91.74,5.59,8.13,0.52,1.3,1.51,27.18,34.89,56.75,55.12,5.5,22.77,58.69,18.36,66.69,13.92,8.29,7.66,2.81,1.8,6.83,0.22,0.25,0.17,1.97,0.13,8.13,28.63,65.38,67.36,28.22,53.76,60.69,62.13,33.61,59.64,57.96,68.8,55.71,30.02,3224,100.95,113.34
7592,00116060046170,6/17/2016,Cornell University,BARC 323,B4 Date7 Blk3,7,N9,8.43,91.57,5.56,8.61,0.46,1.38,1.43,27.87,33.74,53.95,52.4,5.23,20.42,61.03,15.15,71.09,14.21,7.81,8.71,2.76,1.84,7.49,0.23,0.27,0.16,2.24,0.13,8.61,30.09,65.73,67.75,29.5,55.14,61.37,62.89,34.73,60.87,59.64,69.69,58.36,32.44,3301,107.76,125.34
7592,00116060046171,6/17/2016,Cornell University,BARC 324,B4 Date7 Blk4,7,N9,8.22,91.78,5.6,8.46,0.5,1.35,1.57,27.54,35.9,57.78,56.12,5.44,23.36,58.37,15.77,71.9,14.26,8.35,6.13,2.49,1.57,7.69,0.28,0.25,0.18,2.12,0.14,8.46,26.73,65.07,67.01,27.93,53.44,59.42,60.72,32.07,57.96,56.21,66.75,53.28,27.79,3089,98.24,107.8
7592,00116060046172,6/17/2016,Cornell University,BARC 325,B4 Date8 Blk4,7,N9,8.28,91.72,5.2,6.36,0.55,1.02,1.22,23.27,36.49,56.69,55.1,6.29,24.99,54.65,21.37,61.22,11.55,5.25,13.38,2.65,1.66,6.73,0.21,0.24,0.14,1.68,0.1,6.36,30.37,64.89,66.81,27.66,53.14,59.29,60.57,30.96,56.74,56.08,67.94,52.15,26.74,3132,99.38,103.75
7592,00116060046173,6/17/2016,Cornell University,BARC 326,B4 Date8 Blk1,7,N9,7.83,92.17,5.23,7.27,0.61,1.16,1.39,25.58,32.87,51.94,50.91,5.65,21.29,58.18,17.82,65,8.62,3.54,19.5,3.04,1.79,6.18,0.18,0.27,0.13,1.54,0.1,7.27,34.24,66,68.05,29.86,55.54,62.2,63.81,35.15,61.34,60.49,71.64,58.99,33.02,3403,113.33,126.97
7592,00116060046174,6/17/2016,Cornell University,BARC 327,B4 Date8 Blk3,7,N9,7.88,92.12,5.14,6.85,0.6,1.1,1.34,24.53,35.24,54.73,53.35,6,24.26,54.53,19.66,63.15,9.77,3.53,16.57,2.65,1.64,7,0.2,0.25,0.13,1.62,0.09,6.85,31.5,65.28,67.24,28.6,54.17,59.95,61.31,32.02,57.91,56.73,68.46,53.32,27.82,3165,104.32,108.14
7592,00116060046175,6/17/2016,Cornell University,BARC 328,B4 Date8 Blk2,7,N9,7.82,92.18,5.13,6.32,0.56,1.01,1.22,21.36,34.13,54.14,52.59,5.92,22.73,56.78,18.24,65.32,9.8,3.4,18.31,2.97,1.83,5.65,0.16,0.25,0.12,1.49,0.09,6.32,33.83,65.62,67.62,28.65,54.23,61.85,63.42,34.31,60.42,59.58,71.3,57.26,31.43,3368,107.23,118.08
7592,00116060046177,6/17/2016,Cornell University,BARC 330,R1 Date1 Blk4,7,N9,9.05,90.95,6.48,17.74,0.61,2.84,2.83,35.46,26.46,48.83,47.44,3.13,11.26,76.26,8.91,81.22,11.8,6.92,5.44,3.62,2.09,6.48,0.32,0.4,0.21,3.24,0.22,17.74,28.08,67.99,70.26,34.56,60.69,67.92,70.18,46.68,74.2,69.06,76.24,75.51,47.84,3839,130.23,185.5
7592,00116060046178,6/17/2016,Cornell University,BARC 331,R1 Date1 Blk3,7,N9,9,91,6.34,17.3,0.57,2.77,2.77,37.75,27.69,50.43,48.99,3.28,11.54,76.44,9.24,81.14,11.78,6.74,4.76,3.74,2.05,6.76,0.32,0.4,0.21,3.1,0.22,17.3,26.67,67.6,69.83,33.77,59.82,66.92,69.07,45.31,72.65,68.24,75.16,74.2,46.68,3771,124.22,179.21
7592,00116060046179,6/17/2016,Cornell University,BARC 332,R1 Date1 Blk2,7,N9,9.11,90.89,6.4,17.22,0.59,2.76,2.78,35.83,26.1,48.12,46.75,3.3,11.65,75.08,9.44,79.81,12.8,7.13,6.19,3.58,2.07,6.58,0.34,0.39,0.22,3.08,0.21,17.22,29.16,68.1,70.38,34.67,60.81,67.7,69.94,46.21,73.66,68.78,76.22,74.9,47.3,3830,132.36,184.29
7592,00116060046180,6/17/2016,Cornell University,BARC 333,R1 Date2 Blk3,7,N9,8.83,91.17,5.92,13.08,0.36,2.09,1.97,36.54,29.08,51.62,50.14,3.44,11.75,76.57,9.56,80.93,15.91,6.07,4.91,3.25,1.94,6.17,0.25,0.37,0.18,3.08,0.16,13.08,29.64,67.18,69.36,31.92,57.8,66.71,68.84,43.42,70.53,68.24,75.23,72.41,45.09,3776,119.15,176.85
7592,00116060046181,6/17/2016,Cornell University,BARC 334,R1 Date2 Blk4,7,N9,8.72,91.28,6.01,13.53,0.42,2.16,2.15,35.25,28.66,51.51,50.04,3.36,11.89,76.24,9.21,81.59,15.35,8.14,4.96,3.48,2.06,6.99,0.25,0.37,0.18,3.15,0.18,13.53,28.53,67.31,69.5,32.11,58,66.21,68.28,42.96,70.02,67.53,74.37,71.64,44.4,3719,120.24,175.01
7592,00116060046182,6/17/2016,Cornell University,BARC 335,R1 DAte2 Blk2,7,N9,8.93,91.07,6.11,13.52,0.42,2.16,2.07,34.69,27.21,48.8,47.41,3.45,11.98,74.73,9.32,80.34,16.52,6.46,5.96,3.28,2.06,6.29,0.28,0.35,0.19,3.07,0.18,13.52,31.79,67.76,70,33.18,59.18,67.45,69.66,44.49,71.73,68.59,76.17,73.09,45.7,3824,129.1,181.78
7592,00116060046183,6/17/2016,Cornell University,BARC 336,R1 Date2 Blk1,7,N9,8.62,91.38,6.07,14.07,0.42,2.25,2.23,34.83,28.37,51.3,49.83,3.21,12.45,75.02,9.56,80.81,15.26,6.29,4.82,3.54,2.09,6.1,0.25,0.37,0.18,3.07,0.18,14.07,29.14,67.4,69.6,32.38,58.29,67.47,69.68,44.74,72.01,68.05,75.49,72.58,45.24,3782,121.17,174.02
7592,00116060046184,6/17/2016,Cornell University,BARC 337,R1 Date3 Blk2,7,N9,8.8,91.2,5.88,10.88,0.49,1.74,1.64,33.73,29.33,48.99,47.59,4.17,13.65,71.32,10.79,77.33,15.05,6,5.58,3.17,2.02,7.03,0.3,0.32,0.18,2.8,0.15,10.88,33.12,67.1,69.27,32.25,58.15,65.18,67.13,40.55,67.33,66.46,74.5,69.01,42.06,3692,125.44,169.48
